record_id,question_unique_id,question_hin,question_eng,subject,chapter,option1_hin,option1_eng,option2_hin,option2_eng,option3_hin,option3_eng,option4_hin,option4_eng,option5_hin,option5_eng,answer,solution_hin,solution_eng,collection,previous_of,video,type,airtable_table_name,exam,action,current_status,sync_code,error_report,error_description,created_date,section,year,date
recjWl8cXDDY848rY,59,"<p>यदि&nbsp;\(x+y={41\over x}+{1\over y}={16\over 15}\)है, तो (x<sup>3</sup> + y<sup>3</sup>) का मान ज्ञात कीजिए।</p>",,Mathematics,,16,,18,,19,,21,,,,C,,,GDCE South Central Railway,GDCE  10 Jul 2024 Shift-1,,,offline_test_2,OFFLINE TEST,,UPDATED,3,,,20 July 2024 4:42pm,,,
recbU8nPD8maLDIov,60,52 पत्तों वाली ताश की गड्डी में से दो पत्ते निकाले जाते हैं। ईंट का इक्का या हुकुम की रानी निकलने की प्रायिकता कितनी है?,,Mathematics,,1/18,,1/23,,1/26 ,,1/13,,,,C,,,GDCE South Central Railway,GDCE  10 Jul 2024 Shift-1,,,offline_test_2,OFFLINE TEST,,UPDATED,3,,,20 July 2024 4:42pm,,,
recILX1aUm3qfURpU,61,"4,840 रुपये पर 10 वर्षों के लिए 6% प्रति वर्ष की दर से साधारण ब्याज कितना है?",,Mathematics,,"3,540 रुपये",,"6,840 रुपये",,"2,904 रुपये ",,"8,462 रुपये",,,,C,,,GDCE South Central Railway,GDCE  10 Jul 2024 Shift-1,,,offline_test_2,OFFLINE TEST,,UPDATED,3,,,20 July 2024 4:42pm,,,
recNPbvB4rFL83VzY,62,"जैसे ही सूर्य का उन्नयन कोण 30° से 60° तक बढ़ता है, एक इमारत की छाया की लंबाई 20 मीटर कम हो जाती है। इमारत की ऊंचाई ज्ञात कीजिए।",,Mathematics,,34.64 m,,17.32 m ,,35 m,,18 m,,,,B,,,GDCE South Central Railway,GDCE  10 Jul 2024 Shift-1,,,offline_test_2,OFFLINE TEST,,UPDATED,3,,,20 July 2024 4:42pm,,,
rect3eefzLCLL18jO,63,"<p>नीचे दी गई आकृति में, केंद्र o वाले एक वृत्त में समान लंबाई की दो जीवाएं AB और AC हैं। यदि ∠OBA = 15° है, तो ∠ADC का माप कितना है?</p>
<p><img src=""https://image2.bigbooster.in/6f69c9d9-a8c7-48d2-8269-ef981c8933d7.png"" alt="""" width=""230"" height=""222""></p>",,Mathematics,,75° ,,60º,,90º,,45°,,,,A,,,GDCE South Central Railway,GDCE  10 Jul 2024 Shift-1,,,offline_test_2,OFFLINE TEST,,UPDATED,3,,,20 July 2024 4:42pm,,,
recHCYEYanLPJCAtZ,64,"A, B और C का वेतन 1:6:9 के अनुपात में है। B और C का वेतन मिलाकर 7200 रुपये है। B का वेतन C से कितना कम है?",,Mathematics,,560 रुपये,,6400 रुपये,,1440 रुपये ,,640 रुपये,,,,C,,,GDCE South Central Railway,GDCE  10 Jul 2024 Shift-1,,,offline_test_2,OFFLINE TEST,,UPDATED,3,,,20 July 2024 4:42pm,,,
recF4ZitJtt62SE6Q,65,"31 दिसंबर 2011 को A अपने मित्र B से 2,000 रुपए इस शर्त पर उधार लेता है कि वह एक वर्ष बाद उसे 8% प्रति वर्ष की दर से साधारण ब्याज सहित लौटा देगा। हालाँकि, A 1 जुलाई 2012 को उधार वापस करने की स्थिति में आ जाता है। उसे B को कितनी राशि वापस करनी है?",,Mathematics,,"2,200 रुपये",,"2,070 रुपये",,"2,088 रुपये",,"2,080 रुपये ",,,,D,,,GDCE South Central Railway,GDCE  10 Jul 2024 Shift-1,,,offline_test_2,OFFLINE TEST,,UPDATED,3,,,20 July 2024 4:42pm,,,
rec4ZjDMkU1JRxgo2,66,"एक घनाभ की लंबाई, चौड़ाई और ऊंचाई का अनुपात 7 : 4 : 6 है। घनाभ की ऊंचाई घन के किनारे का 75% है। बताए गए घनाभ और घन के आयतन का अनुपात कितना है?",,Mathematics,,21 : 64 ,,27 : 70,,34 : 57,,32 : 69,,,,A,,,GDCE South Central Railway,GDCE  10 Jul 2024 Shift-1,,,offline_test_2,OFFLINE TEST,,UPDATED,3,,,20 July 2024 4:42pm,,,
recc8DVbE6M15NxkD,67,न्यूटन के गति के नियमों के अनुसार बल की परिभाषा क्या है?,,Mathematics,,किसी वस्तु की चाल,,किसी वस्तु पर लगने वाला धक्का या खिंचाव ,,किसी वस्तु का रंग,,किसी वस्तु का द्रव्यमान,,,,B,,,GDCE South Central Railway,GDCE  10 Jul 2024 Shift-1,,,offline_test_2,OFFLINE TEST,,UPDATED,3,,,20 July 2024 4:42pm,,,
recKmnJKJOzauH6IO,68,"<p>नीचे दी गई आकृति में, ABCD एक आयत है, AE, A से BD पर खींचा गया लंब है। F, BD का मध्यबिंदु है। यदि AB और AD की लंबाई क्रमशः 4 cm और 3 cm के बराबर है, तो EF की लंबाई (cm में) कितनी है?</p>
<p><img src=""https://image2.bigbooster.in/3e00d6f5-f444-4d7a-b571-4810286f0122.png"" alt="""" width=""265"" height=""179""></p>",,Mathematics,,0.7,,0.8,,1,,0.6,,,,A,,,GDCE South Central Railway,GDCE  10 Jul 2024 Shift-1,,,offline_test_2,OFFLINE TEST,,UPDATED,3,,,20 July 2024 4:42pm,,,
recEoiYtCzBN2BShH,69,"<p>निम्नलिखित अवकल समीकरण के बारे में निम्नलिखित में से कौन सा कथन सही है?</p>
<p>d<sup>5</sup>y/dx<sup>5</sup> + sin (y<sup>2</sup>) = 0</p>",,Mathematics,,"घात = 2, कोटि = 5",,"घात = परिभाषित नहीं, कोटि=5 ",,"घात = 5, कोटि = परिभाषित नहीं",,"घात = 5, कोटि = 2",,,,B,,,GDCE South Central Railway,GDCE  10 Jul 2024 Shift-1,,,offline_test_2,OFFLINE TEST,,UPDATED,3,,,20 July 2024 4:42pm,,,
rec5zznNaKVXgQxL8,70,"एक थैले में तीन प्रकार के सिक्के हैं 1 रुपया, 50 पैसे और 25 पैसे। 50 पैसे के सिक्कों की संख्या 25 पैसे के सिक्कों की संख्या से दोगुनी है और 1 रुपये के सिक्कों की संख्या 50 पैसे के सिक्कों की संख्या से दोगुनी है। यदि बैग में कुल राशि 262.5 रुपये है, तो सिक्कों की कुल संख्या ज्ञात कीजिए।",,Mathematics,,300,,400,,350 ,,400,,,,C,,,GDCE South Central Railway,GDCE  10 Jul 2024 Shift-1,,,offline_test_2,OFFLINE TEST,,UPDATED,3,,4,20 July 2024 4:42pm,,,
recTDoptMm5Imqbx7,71,"यदि कोई संख्या 418X367, 9 से पूर्णतः विभाज्य है, तो X के स्थान पर सबसे छोटी पूर्ण संख्या कौन सी होगी?",,Mathematics,,4,,7,,1,,2,,,,B,,,GDCE South Central Railway,GDCE  10 Jul 2024 Shift-1,,,offline_test_2,OFFLINE TEST,,UPDATED,3,,,20 July 2024 4:42pm,,,
recABpNo31FxOrjuc,72,"<p>नीचे दी गई आकृति में दो बिंदुओं A और B से 5 cm त्रिज्या और केंद्र O वाले एक वृत्त पर स्पर्श रेखाएं खींची गई हैं जो वृत्त को क्रमशः C और D पर मिलती हैं। दिया गया है कि AC/BD = 1/2 और OA/OB = √61/13, तो स्पर्शरेखा AC की लंबाई कितनी है?</p>
<p><img src=""https://image2.bigbooster.in/66626e0c-9853-4782-b5dd-eb78327b9a07.png"" alt="""" width=""236"" height=""171""></p>",,Mathematics,,6,,5,,8,,4,,,,A,,,GDCE South Central Railway,GDCE  10 Jul 2024 Shift-1,,,offline_test_2,OFFLINE TEST,,UPDATED,3,,,20 July 2024 4:42pm,,,
rec60hxh5Hzk5MxIz,73,"एक बैग में 1 रुपया, 10 पैसे और 5 पैसे के सिक्के हैं। यदि इन सिक्कों का क्रमशः अनुपात 3:5:14 है और कुल रकम 420 रुपये है, तो तो 10 पैसे के सिक्कों की संख्या कितनी है?",,Mathematics,,500,,300,,400,,250,,,,A,,,GDCE South Central Railway,GDCE  10 Jul 2024 Shift-1,,,offline_test_2,OFFLINE TEST,,UPDATED,3,,,20 July 2024 4:42pm,,,
recki5cb8dq5cOppX,74,ट्रैक पर बिंदु P से एक दीवार के शीर्ष का उन्नयन कोण 30° है। दीवार के पाद की ओर 72 m की दूरी तय करने पर उन्नयन कोण 45° हो जाता है। दीवार की ऊंचाई ज्ञात कीजिए।,,Mathematics,,72(√3+1) m,,36 m,,36(√3 + 1) m,,18(√3+1) m,,,,C,,,GDCE South Central Railway,GDCE  10 Jul 2024 Shift-1,,,offline_test_2,OFFLINE TEST,,UPDATED,3,,,20 July 2024 4:42pm,,,
recsQa4PCxgjNJhbO,75,"न्यूटन के गति के प्रथम नियम के अनुसार, विरामावस्था में कोई वस्तु तब तक स्थिर ही रहेगी जब तक किः",,Mathematics,,उसे धक्का न लगे या खिंचाव न मिले ,,वह गर्म न हो जाए,,वह भारी न हो जाए,,उसका रंग न बदल जाए,,,,A,,,GDCE South Central Railway,GDCE  10 Jul 2024 Shift-1,,,offline_test_2,OFFLINE TEST,,UPDATED,3,,,20 July 2024 4:42pm,,,
recSsIeSUv4NJZxYU,76,"2,60,000 रुपये की धनराशि पर अर्जित 12% ब्याज का उपयोग एक स्कूल में हर वर्ष समान मूल्य की 24 छात्रवृत्तियाँ प्रदान करने के लिए किया जाना है। प्रत्येक छात्रवृत्ति का मान (रुपये में) ज्ञात कीजिए।",,Mathematics,,1150,,1300 ,,1250,,1200,,,,B,,,GDCE South Central Railway,GDCE  10 Jul 2024 Shift-1,,,offline_test_2,OFFLINE TEST,,UPDATED,3,,,20 July 2024 4:42pm,,,
recdiA55r5PQxXABp,77,sin(630° +A) + cosA का मान कितना है?,,Mathematics,,0,,1/2,,√3/2,,2/√3,,,,A,,,GDCE South Central Railway,GDCE  10 Jul 2024 Shift-1,,,offline_test_2,OFFLINE TEST,,UPDATED,3,,,20 July 2024 4:42pm,,,
recnqX5VYXrPLzbCk,78,"<p>नीचे दी गई आकृति में. AB और CD समांतर रेखाएं हैं। त्रिभुज ABC और ABD में. AC: AD = √3: 1, तथा ∠DAB और ∠CAB पूरक कोण हैं। ∠DAC का मान कितना है?</p>
<p><img src=""https://image2.bigbooster.in/6a4a82fc-5e01-4209-bb9d-e26fbfbff44f.png"" alt="""" width=""197"" height=""175""></p>",,Mathematics,,30º,,20º,,35º,,25º,,,,A,,,GDCE South Central Railway,GDCE  10 Jul 2024 Shift-1,,,offline_test_2,OFFLINE TEST,,UPDATED,3,,,20 July 2024 4:42pm,,,
recLwnHOn0canwU5f,79,किसी वस्तु में उपस्थित पदार्थ की मात्रा को कौन सा शब्द संदर्भित करता है?,,Mathematics,,वज़न,,द्रव्यमान ,,घनत्व,,आयतन,,,,B,,,GDCE South Central Railway,GDCE  10 Jul 2024 Shift-1,,,offline_test_2,OFFLINE TEST,,UPDATED,3,,,20 July 2024 4:42pm,,,
recU7EP3bIdtdWeG6,80,संवेग की गणना करने का सूत्र क्या है?,,Mathematics,,जड़त्व ×त्वरण,,बल × समय,,त्वरण × द्रव्यमान,,द्रव्यमान × वेग ,,,,D,,,GDCE South Central Railway,GDCE  10 Jul 2024 Shift-1,,,offline_test_2,OFFLINE TEST,,UPDATED,3,,,20 July 2024 4:42pm,,,
recekEszWFK4VXxwW,81,निम्नलिखित में से कौन सा विकल्प सदिश राशि है?,,Mathematics,,दूरी,,वेग ,,चाल,,समय,,,,B,,,GDCE South Central Railway,GDCE  10 Jul 2024 Shift-1,,,offline_test_2,OFFLINE TEST,,UPDATED,3,,,20 July 2024 4:42pm,,,
recs7kAsJ7SMk73LX,82,"एक निश्चित राशि साधारण ब्याज पर निवेश की गई थी। पांच वर्ष बाद प्राप्त मिश्रधन, तीन वर्ष बाद प्राप्त मिश्रधन से 5/4 गुना अधिक था। ब्याज की प्रतिशत दर कितनी थी?",,Mathematics,,25%,,10%,,20% ,,15%,,,,C,,,GDCE South Central Railway,GDCE  10 Jul 2024 Shift-1,,,offline_test_2,OFFLINE TEST,,UPDATED,3,,,20 July 2024 4:42pm,,,
recHHg37FBf3r3okN,83,"एक निश्चित राशि P, Q और R के बीच वितरित की जाती है। P को 3/8 भाग मिलता है, Q को शेष भाग का 2/5 भाग मिलता है और R को 900 रुपये मिलते हैं। कुल राशि ज्ञात कीजिए।",,Mathematics,,3200,,1600,,2800,,2400 ,,,,D,,,GDCE South Central Railway,GDCE  10 Jul 2024 Shift-1,,,offline_test_2,OFFLINE TEST,,UPDATED,3,,,20 July 2024 4:42pm,,,
recYjCyrynSOEj5qC,84,4 cm त्रिज्या वाले वृत्त के भीतर बने समबाहु त्रिभुज का क्षेत्रफल कितना है?,,Mathematics,,16√3 cm²,,12√3 cm²,,8√3 cm²,,24/3 cm²,,,,B,,,GDCE South Central Railway,GDCE  10 Jul 2024 Shift-1,,,offline_test_2,OFFLINE TEST,,UPDATED,3,,,20 July 2024 4:42pm,,,
rec190EVXiOzJBqtj,85,एक शंकु की ऊंचाई 24 cm है और आधार का क्षेत्रफल 154 cm² है। शंकु का वक्र पृष्ठीय क्षेत्रफल (cm² में) कितना है?,,Mathematics,,515,,484,,550 ,,525,,,,C,,,GDCE South Central Railway,GDCE  10 Jul 2024 Shift-1,,,offline_test_2,OFFLINE TEST,,UPDATED,3,,,20 July 2024 4:42pm,,,
rec6M1hw4HJmhWmx9,86,345 × 620 को 8 से विभाजित करने पर शेषफल ज्ञात कीजिए,,Mathematics,,1,,0,,4,,5,,,,C,,,GDCE South Central Railway,GDCE  10 Jul 2024 Shift-1,,,offline_test_2,OFFLINE TEST,,UPDATED,3,,,20 July 2024 4:42pm,,,
recCJq0Ib7kGJeQwa,87,"यदि (p - q) = 8 है, तो q³ - p³ + 24pq का मान ज्ञात कीजिए।",,Mathematics,,512,,729,,-449,,-512 ,,,,D,,,GDCE South Central Railway,GDCE  10 Jul 2024 Shift-1,,,offline_test_2,OFFLINE TEST,,UPDATED,3,,,20 July 2024 4:42pm,,,
recnjioRVtbXCen23,88,गति का कौन सा नियम कहता है कि प्रत्येक क्रिया के लिए बराबर और विपरीत अभिक्रिया होती है?,,Mathematics,,न्यूटन का प्रथम नियम,,न्यूटन का दूसरा नियम,,ओम नियम,,न्यूटन का तृतीय नियम ,,,,D,,,GDCE South Central Railway,GDCE  10 Jul 2024 Shift-1,,,offline_test_2,OFFLINE TEST,,UPDATED,3,,,20 July 2024 4:42pm,,,
recPi8VzPMkQVrjYk,89,त्वरण की SI इकाई क्या है?,,Mathematics,,न्यूटन,,मीटर प्रति सेकंड वर्ग ,,किलोग्राम,,वाट,,,,B,,,GDCE South Central Railway,GDCE  10 Jul 2024 Shift-1,,,offline_test_2,OFFLINE TEST,,UPDATED,3,,,20 July 2024 4:42pm,,,
rec6htk4QTZv1o4eG,90,"गणित की परीक्षा में एक कक्षा द्वारा प्राप्त औसत अंक 15.4 पाए गए। केवल विद्यार्थियों (लड़कियां) का औसत कक्षा के औसत से 0.6 अधिक पाया गया, जबकि विद्यार्थियों (लड़को) का औसत विद्यार्थियों (लड़कियों) से 1 कम था। कक्षा में लड़कों की संख्या/लड़कियों की संख्या का अनुपात कितना है?",,Mathematics,,3 : 4,,2 : 1,,3 : 2,,1 : 1,,,,C,,,GDCE South Central Railway,GDCE  10 Jul 2024 Shift-1,,,offline_test_2,OFFLINE TEST,,UPDATED,3,,,20 July 2024 4:42pm,,,
recMvLv9iUbxHRdr9,91,"<p>नीचे दी गई आकृति में एक समलम्ब चतुर्भुज ABCD (AB और CD) की समान्तर भुजाओं की लम्बाई क्रमशः 8 cm और 15 +7√3 cm है। यदि ADC और BCD के मान क्रमशः 30° और 45° हैं, तो AM और BN समलम्ब चतुर्भुज की ऊंचाइयां हैं। समलम्ब चतुर्भुज का क्षेत्रफल कितना है? (cm<sup>2</sup> में)</p>
<p><img src=""https://image2.bigbooster.in/7979d185-cdfc-4ac1-b2d3-726a02edd60a.png"" alt="""" width=""319"" height=""122""></p>",,Mathematics,,85+24.5√3,,80.5+25.4√3,,80.5+24.5√3,,85+25.4√3,,,,C,,,GDCE South Central Railway,GDCE  10 Jul 2024 Shift-1,,,offline_test_2,OFFLINE TEST,,UPDATED,3,,,20 July 2024 4:42pm,,,
recsxnK3EDlVxcOJD,92,"जब किसी संख्या X को क्रमिक रूप से 3, 5 और 7 से विभाजित किया जाता है तो शेषफल क्रमशः 2, 3 और 4 बचता है। इस प्रकार की सबसे छोटी संभावित संख्या X के अंकों का योग कितना है?",,Mathematics,,5,,4,,8,,6,,,,C,,,GDCE South Central Railway,GDCE  10 Jul 2024 Shift-1,,,offline_test_2,OFFLINE TEST,,UPDATED,3,,,20 July 2024 4:42pm,,,
recao8ulV7ws8Fd16,93,"<p>यदि&nbsp;\(x-{1\over 2}=5,x≠0,\)&nbsp;है, तो निम्न दिए का मान ज्ञात कीजिए।\({x^6-5x^3-1\over x^6+7x^3-1}=?\)</p>",,Mathematics,,\({49\over 45}\),,\({41\over 45}\),,\({45\over 41}\),,\({45\over 49}\),,,,D,,,GDCE South Central Railway,GDCE  10 Jul 2024 Shift-1,,,offline_test_2,OFFLINE TEST,,UPDATED,3,,,20 July 2024 4:42pm,,,
rec2rz4sGggeAtq4D,94,"यदि 8(x + y)3 - 27(x - y)3  = (5y-x)(Ax² + By² + Cxy) है, तो (A + B - C) का मान ज्ञात कीजिए",,Mathematics,,-16,,26,,-26,,16,,,,B,,,GDCE South Central Railway,GDCE  10 Jul 2024 Shift-1,,,offline_test_2,OFFLINE TEST,,UPDATED,3,,,20 July 2024 4:42pm,,,
rec15kbjY9na23N9l,95,"<p>नीचे दी गई आकृति में, त्रिभुज ABC का क्षेत्रफल 36 cm² है, DE || BC तथा FG || AB है। यह दिया गया है कि AE: EB = 2 : 1 तथा CF : FA = 2 : 1 है, तो छायांकित क्षेत्र का क्षेत्रफल कितना है?</p>
<p><img src=""https://image2.bigbooster.in/e3db93af-54e5-42d1-a7d9-412dd2985e28.png"" alt="""" width=""325"" height=""220""></p>",,Mathematics,,4,,12,,8,,16,,,,B,,,GDCE South Central Railway,GDCE  10 Jul 2024 Shift-1,,,offline_test_2,OFFLINE TEST,,UPDATED,3,,,20 July 2024 4:42pm,,,
recPEgfkmuraOmrJp,96,"एक वृत्त और एक वर्ग है, वृत्त की त्रिज्या 14 cm है और वर्ग की भुजा वृत्त के कुल क्षेत्रफल का 1/77 है। वर्ग का कुल क्षेत्रफल ज्ञात कीजिए।",,Mathematics,,64 cm²,,<p>144 cm<sup>2</sup></p>,,81 cm²,,100 cm²,,,,A,,,GDCE South Central Railway,GDCE  10 Jul 2024 Shift-1,,,offline_test_2,OFFLINE TEST,,UPDATED,3,,,20 July 2024 4:42pm,,,
reckgd8joP0auaqcw,97,राम 4 रुपये में 5 केले की दर से अपनी दुकान के लिए 42 केले खरीदता है। वह 13 रुपये प्रति दर्जन की दर से 3 दर्जन केले बेचता है। शेष केले 5.8 रुपये में बेचे गये। लाभ/हानि प्रतिशत ज्ञात कीजिए।,,Mathematics,,28,,25,,33.33 ,,30,,,,C,,,GDCE South Central Railway,GDCE  10 Jul 2024 Shift-1,,,offline_test_2,OFFLINE TEST,,UPDATED,3,,,20 July 2024 4:42pm,,,
rec6ZRzjnRGu0T2Sq,98,"4 सदस्यों वाले एक परिवार की औसत आयु 24 वर्ष थी। 10 वर्ष बाद परिवार की औसत आयु 28 वर्ष हो गयी। इस अवधि दौरान एक बच्ची का जन्म हुआ। यदि परिवार की औसत आयु अब 30 वर्ष है, तो लड़की की वर्तमान आयु ज्ञात कीजिए।",,Mathematics,,6 वर्ष ,,4.5 वर्ष,,4 वर्ष,,5 वर्ष,,,,A,,,GDCE South Central Railway,GDCE  10 Jul 2024 Shift-1,,,offline_test_2,OFFLINE TEST,,UPDATED,3,,,20 July 2024 4:42pm,,,
recDjsdAVPRjp1BHq,99,दो वस्तुओं A और B के अंकित मूल्य का अनुपात 5:4 है। उन्हें क्रमशः 12% और 10% की छूट पर इस प्रकार बेचा गया कि दोनों वस्तुओं का कुल विक्रय मूल्य 16000 रुपये है। B का अंकित मूल्य (रुपये में) ज्ञात कीजिए।,,Mathematics,,16,,28,,25,,21 ,,,,D,,,GDCE South Central Railway,GDCE  10 Jul 2024 Shift-1,,,offline_test_2,OFFLINE TEST,,UPDATED,3,,,20 July 2024 4:42pm,,,
